/* DATA DESCRIPTION:
Citation:	Linhardt, Tobias; Levy, Joseph S; Thomas, Christoph K (2023): Non-Water track properties of a polar desert in Taylor Valley, McMurdo Dry Valleys, Antarctica. PANGAEA, https://doi.org/10.1594/PANGAEA.904660, 
	In supplement to: Linhardt, T et al. (2019): Water tracks intensify surface energy and mass exchange in the Antarctic McMurdo Dry Valleys. The Cryosphere, 13(8), 2203-2219, https://doi.org/10.5194/tc-13-2203-2019
Keyword(s):	land-air exchange; Permafrost; polar desert; soil hydrology; surface energy balance; water track
Other version:	Non-water track properties of a polar desert in Taylor Valley, McMurdo Dry Valleys, Antarctica - data text file (URI: https://store.pangaea.de/Publications/LinhardtT-etal_2019/NWT.zip)
Coverage:	MEDIAN LATITUDE: -77.580394 * MEDIAN LONGITUDE: 163.487566 * SOUTH-BOUND LATITUDE: -77.580830 * WEST-BOUND LONGITUDE: 163.475040 * NORTH-BOUND LATITUDE: -77.579250 * EAST-BOUND LONGITUDE: 163.492340
	DATE/TIME START: 2012-12-27T16:15:00 * DATE/TIME END: 2013-01-21T13:15:00
Event(s):	Taylor_valley * LATITUDE: -77.637000 * LONGITUDE: 162.842000 * LOCATION: Transantarctic Mountains
Parameter(s):	Comment (Comment) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Event
	Date/time start (Date/time start) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Start time of averaging interval, center, formatted datetime string
	Date/time end (Date/time end) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: End time of averaging interval, center, formatted datetime string
	DATE/TIME (Date/Time) * GEOCODE * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Center time of averaging interval, center, serial matlab format
	Day of the year [day] (DOY) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Doy of Year, fractional (decimal places = time)
	Height [m] (Height) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Aerodynamic height (z-d), where d=displacement height
	ELEVATION [m a.s.l.] (Elevation) * GEOCODE * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Elevation
	LATITUDE (Latitude) * GEOCODE * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Latitude
	LONGITUDE (Longitude) * GEOCODE * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Longitude
	UTC offset (UTC offset) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: UTC offset
	Solar zenith angle [deg] (SZA) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Zenith angle of the sun
	Solar azimuth angle [deg] (SAA) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Azimuth angle of the sun
	Day-Night indicator (Day/Night) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Day and night indicator: 0=night,0.5=transition (sunrise/ sunset), 1=day
	Number of data (N data) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Number of data in averaging interval
	Number of data (N data) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Number of flagged or missing data for sonic
	Number of data (N data) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Number of flagged or missing data for irga1
	Number [#] (n) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Number of iterations for spectral frequency correction (Moore correction)
	Wind speed, x component [m/s] (ff x) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component x, sonic, unrotated, vectorial mean
	Standard deviation [±] (Std dev) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component x, sonic, unrotated, vectorial standard deviation
	Skewness (Skew) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component x, sonic, unrotated, vectorial skewness
	Kurtosis (Kurt) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component x, sonic, unrotated, vectorial kurtosis
	Wind speed, y component [m/s] (ff y) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component y, sonic, unrotated, vectorial mean
	Standard deviation [±] (Std dev) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component y, sonic, unrotated, vectorial standard deviation
	Skewness (Skew) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component y, sonic, unrotated, vectorial skewness
	Kurtosis (Kurt) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component y, sonic, unrotated, vectorial kurtosis
	Wind speed, z component [m/s] (ff z) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component z (vertical), sonic, unrotated, vectorial mean
	Standard deviation [±] (Std dev) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component z (vertical), sonic, unrotated, vectorial standard deviation
	Skewness (Skew) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component z (Vertical), sonic, unrotated, vectorial skewness
	Kurtosis (Kurt) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind component z (Vertical), sonic, unrotated, vectorial kurtosis
	Wind direction [deg] (dd) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind direction
	Wind speed, horizontal, scalar [m/s] (ff horizontal scalar) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind horizontal speed, sonic, unrotated, scalar mean
	Standard deviation [±] (Std dev) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind horizontal speed, sonic, unrotated, scalar standard deviation
	Skewness (Skew) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind horizontal speed, sonic, unrotated, scalar skewness
	Kurtosis (Kurt) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Wind horizontal speed, sonic, unrotated, scalar kurtosis
	Wind speed, total, scalar [m/s] (ff tot scalar) * PI: Thomas, Christoph K (christoph.thomas@uni-bayreuth.de) * COMMENT: Total wind speed sqrt{u^2+v^2+w^2} , sonic, unrotated, scalar mean
